p,acc
4.31571,0.20004
4.31657,0.19962
4.31743,0.20064
4.31829,0.19868
4.31915,0.19903
4.32001,0.20199
4.32086,0.20388
4.32172,0.20034
4.32258,0.19816
4.32344,0.20125
4.3243,0.19978
4.32516,0.20062
4.32602,0.19768
4.32687,0.20141
4.32773,0.19921
4.32859,0.20023
4.32945,0.19965
4.33031,0.20152
4.33117,0.1993
4.33203,0.2028
4.33288,0.19885
4.33374,0.19955
4.3346,0.19742
4.33546,0.19947
4.33632,0.19905
4.33718,0.19731
4.33804,0.19594
4.33889,0.20039
4.33975,0.19875
4.34061,0.19841
4.34147,0.19742
4.34233,0.19976
4.34319,0.19836
4.34405,0.19703
4.3449,0.19826
4.34576,0.1973
4.34662,0.19934
4.34748,0.19906
4.34834,0.19734
4.3492,0.2001
4.35006,0.19907
4.35091,0.19801
4.35177,0.20062
4.35263,0.19542
4.35349,0.1985
4.35435,0.19782
4.35521,0.19948
4.35607,0.19819
4.35692,0.19777
4.35778,0.19806
4.35864,0.19838
4.3595,0.19828
4.36036,0.19693
4.36122,0.19889
4.36208,0.19895
4.36293,0.19874
4.36379,0.20044
4.36465,0.19737
4.36551,0.1963
4.36637,0.1981
4.36723,0.20084
4.36809,0.19854
4.36894,0.19704
4.3698,0.19759
4.37066,0.19787
4.37152,0.19525
4.37238,0.1997
4.37324,0.19819
4.3741,0.19758
4.37495,0.19827
4.37581,0.1967
4.37667,0.19773
4.37753,0.19852
4.37839,0.19602
4.37925,0.19505
4.38011,0.19725
4.38096,0.19714
4.38182,0.19766
4.38268,0.19622
4.38354,0.19742
4.3844,0.19453
4.38526,0.19814
4.38612,0.19659
4.38697,0.19729
4.38783,0.19964
4.38869,0.1972
4.38955,0.19448
4.39041,0.19819
4.39127,0.19606
4.39213,0.197
4.39298,0.19787
4.39384,0.19743
4.3947,0.19621
4.39556,0.19748
4.39642,0.19743
4.39728,0.19744
4.39814,0.19839
4.39899,0.19663
4.39985,0.19493
4.40071,0.19661
4.40157,0.1958
4.40243,0.19671
4.40329,0.19615
4.40415,0.19573
4.405,0.19774
4.40586,0.19694
4.40672,0.19721
4.40758,0.19529
4.40844,0.19449
4.4093,0.19443
4.41016,0.19518
4.41102,0.19585
4.41187,0.19609
4.41273,0.19411
4.41359,0.19562
4.41445,0.19642
4.41531,0.19512
4.41617,0.19612
4.41703,0.19536
4.41788,0.19458
4.41874,0.19455
4.4196,0.19673
4.42046,0.19664
4.42132,0.19505
4.42218,0.19446
4.42304,0.19523
4.42389,0.19672
4.42475,0.19599
4.42561,0.1972
4.42647,0.19453
4.42733,0.19298
4.42819,0.19647
4.42905,0.19753
4.4299,0.19757
4.43076,0.1921
4.43162,0.19253
4.43248,0.19545
4.43334,0.19683
4.4342,0.19385
4.43506,0.19475
4.43591,0.1939
4.43677,0.19685
4.43763,0.19409
4.43849,0.19491
4.43935,0.19419
4.44021,0.19482
4.44107,0.19423
4.44192,0.1965
4.44278,0.19376
4.44364,0.19577
4.4445,0.19426
4.44536,0.19416
4.44622,0.1949
4.44708,0.19386
4.44793,0.19361
4.44879,0.19479
4.44965,0.19202
4.45051,0.19506
4.45137,0.19299
4.45223,0.19206
4.45309,0.19348
4.45394,0.19478
4.4548,0.19311
4.45566,0.19539
4.45652,0.19501
4.45738,0.19447
4.45824,0.19195
4.4591,0.19482
4.45995,0.19374
4.46081,0.1932
4.46167,0.19458
4.46253,0.19441
4.46339,0.19398
4.46425,0.19366
4.46511,0.19492
4.46596,0.19208
4.46682,0.19291
4.46768,0.19387
4.46854,0.19304
4.4694,0.19269
4.47026,0.19453
4.47112,0.19222
4.47197,0.19213
4.47283,0.19256
4.47369,0.19295
4.47455,0.19351
4.47541,0.19416
4.47627,0.19312
4.47713,0.19283
4.47798,0.19596
4.47884,0.19184
4.4797,0.19412
4.48056,0.19267
4.48142,0.19311
4.48228,0.19562
4.48314,0.19164
4.48399,0.19353
4.48485,0.19287
4.48571,0.19226
4.48657,0.19234
4.48743,0.19232
4.48829,0.19144
4.48915,0.19257
4.49,0.19471
4.49086,0.19404
4.49172,0.19249
4.49258,0.19245
4.49344,0.19248
4.4943,0.19438
4.49516,0.19101
4.49601,0.19223
4.49687,0.19255
4.49773,0.19258
4.49859,0.19244
4.49945,0.19434
4.50031,0.19245
4.50117,0.19422
4.50202,0.19117
4.50288,0.19039
4.50374,0.1903
4.5046,0.1922
4.50546,0.19177
4.50632,0.19297
4.50718,0.19087
4.50803,0.19038
4.50889,0.19001
4.50975,0.19117
4.51061,0.19053
4.51147,0.19301
4.51233,0.19065
4.51319,0.19196
4.51404,0.19121
4.5149,0.19055
4.51576,0.19289
4.51662,0.19218
4.51748,0.19224
4.51834,0.19307
4.5192,0.19267
4.52005,0.1904
4.52091,0.18977
4.52177,0.19055
4.52263,0.1915
4.52349,0.19091
4.52435,0.19157
4.52521,0.19118
4.52606,0.19273
4.52692,0.19146
4.52778,0.19081
4.52864,0.18974
4.5295,0.18829
4.53036,0.19038
4.53122,0.19029
4.53207,0.1884
4.53293,0.19208
4.53379,0.19092
4.53465,0.19068
4.53551,0.18858
4.53637,0.19069
4.53723,0.19025
4.53808,0.19013
4.53894,0.19299
4.5398,0.19042
4.54066,0.19142
4.54152,0.19081
4.54238,0.19068
4.54324,0.19273
4.54409,0.19191
4.54495,0.19242
4.54581,0.1908
4.54667,0.18881
4.54753,0.19069
4.54839,0.19086
4.54925,0.18944
4.5501,0.18938
4.55096,0.19165
4.55182,0.18808
4.55268,0.19182
4.55354,0.19132
4.5544,0.18876
4.55526,0.1893
4.55611,0.18943
4.55697,0.1894
4.55783,0.1898
4.55869,0.19132
4.55955,0.18953
4.56041,0.18965
4.56127,0.18958
4.56212,0.18917
4.56298,0.18988
4.56384,0.1889
4.5647,0.18896
4.56556,0.19082
4.56642,0.1884
4.56728,0.18908
4.56813,0.19201
4.56899,0.18819
4.56985,0.18954
4.57071,0.18807
4.57157,0.19013
4.57243,0.18767
4.57329,0.1881
4.57414,0.18956
4.575,0.18907
4.57586,0.18942
4.57672,0.18728
4.57758,0.19065
4.57844,0.18943
4.5793,0.18964
4.58016,0.18917
4.58101,0.18921
4.58187,0.18867
4.58273,0.1893
4.58359,0.18951
4.58445,0.18919
4.58531,0.18791
4.58617,0.19124
4.58702,0.18839
4.58788,0.19021
4.58874,0.18759
4.5896,0.18506
4.59046,0.18853
4.59132,0.18963
4.59218,0.18764
4.59303,0.18866
4.59389,0.18632
4.59475,0.19241
4.59561,0.18634
4.59647,0.18854
4.59733,0.18763
4.59819,0.189
4.59904,0.18971
4.5999,0.18953
4.60076,0.18472
4.60162,0.1875
4.60248,0.18887
4.60334,0.18967
4.6042,0.1897
4.60505,0.18877
4.60591,0.18844
4.60677,0.18869
4.60763,0.18861
4.60849,0.18706
4.60935,0.18732
4.61021,0.1884
4.61106,0.18422
4.61192,0.18678
4.61278,0.18688
4.61364,0.18841
4.6145,0.18708
4.61536,0.18732
4.61622,0.18617
4.61707,0.18799
4.61793,0.18728
4.61879,0.18747
4.61965,0.18737
4.62051,0.18822
4.62137,0.18823
4.62223,0.18877
4.62308,0.18518
4.62394,0.18652
4.6248,0.18843
4.62566,0.18815
4.62652,0.18802
4.62738,0.186
4.62824,0.18651
4.62909,0.18914
4.62995,0.18623
4.63081,0.18757
4.63167,0.18707
4.63253,0.18867
4.63339,0.18499
4.63425,0.185
4.6351,0.18551
4.63596,0.18695
4.63682,0.18773
4.63768,0.18335
4.63854,0.1852
4.6394,0.18592
4.64026,0.18656
4.64111,0.18529
4.64197,0.18567
4.64283,0.1869
4.64369,0.18705
4.64455,0.18696
4.64541,0.18664
4.64627,0.1842
4.64712,0.18583
4.64798,0.18573
4.64884,0.18827
4.6497,0.1874
4.65056,0.1867
4.65142,0.18685
4.65228,0.18566
4.65313,0.18406
4.65399,0.1853
4.65485,0.18754
4.65571,0.18466
4.65657,0.1876
4.65743,0.1863
4.65829,0.18828
4.65914,0.18624
4.66,0.18675
4.66086,0.18546
4.66172,0.18586
4.66258,0.18383
4.66344,0.1859
4.6643,0.18354
4.66515,0.18359
4.66601,0.18318
4.66687,0.18458
4.66773,0.18471
4.66859,0.18618
4.66945,0.1855
4.67031,0.18322
4.67116,0.187
4.67202,0.18649
4.67288,0.18499
4.67374,0.18746
4.6746,0.18577
4.67546,0.18681
4.67632,0.18505
4.67717,0.18459
4.67803,0.18709
4.67889,0.18391
4.67975,0.18551
4.68061,0.18511
4.68147,0.18643
4.68233,0.18293
4.68318,0.18713
4.68404,0.18419
4.6849,0.18423
4.68576,0.18315
4.68662,0.18523
4.68748,0.18459
4.68834,0.18699
4.68919,0.18474
4.69005,0.18525
4.69091,0.18419
4.69177,0.18375
4.69263,0.18338
4.69349,0.18537
4.69435,0.18634
4.6952,0.18578
4.69606,0.18477
4.69692,0.18309
4.69778,0.18489
4.69864,0.18555
4.6995,0.18665
4.70036,0.18612
4.70121,0.1854
4.70207,0.18457
4.70293,0.18452
4.70379,0.18672
4.70465,0.18126
4.70551,0.18388
4.70637,0.18357
4.70722,0.18428
4.70808,0.18264
4.70894,0.1829
4.7098,0.18411
4.71066,0.18336
4.71152,0.18327
4.71238,0.1834
4.71323,0.18531
4.71409,0.18487
4.71495,0.18502
4.71581,0.18378
4.71667,0.18356
4.71753,0.18317
4.71839,0.18326
4.71924,0.18215
4.7201,0.18464
4.72096,0.18446
4.72182,0.1825
4.72268,0.18484
4.72354,0.18222
4.7244,0.18322
4.72525,0.18335
4.72611,0.18391
4.72697,0.18276
4.72783,0.18317
4.72869,0.18335
4.72955,0.18475
4.73041,0.18508
4.73126,0.1831
4.73212,0.18448
4.73298,0.18343
4.73384,0.18355
4.7347,0.18137
4.73556,0.18588
4.73642,0.18038
4.73727,0.18315
4.73813,0.18407
4.73899,0.183
4.73985,0.18219
4.74071,0.18373
4.74157,0.18227
4.74243,0.18409
4.74328,0.18361
4.74414,0.18419
4.745,0.18676
4.74586,0.18187
4.74672,0.18281
4.74758,0.18435
4.74844,0.18375
4.7493,0.18279
4.75015,0.18062
4.75101,0.18278
4.75187,0.1799
4.75273,0.18316
4.75359,0.18101
4.75445,0.18106
4.75531,0.18292
4.75616,0.18155
4.75702,0.18411
4.75788,0.18237
4.75874,0.18297
4.7596,0.1833
4.76046,0.18166
4.76132,0.18159
4.76217,0.18232
4.76303,0.1817
4.76389,0.1804
4.76475,0.18055
4.76561,0.18281
4.76647,0.18068
4.76733,0.18153
4.76818,0.18297
4.76904,0.18146
4.7699,0.18087
4.77076,0.18091
4.77162,0.18264
4.77248,0.18099
4.77334,0.18206
4.77419,0.18083
4.77505,0.18313
4.77591,0.18063
4.77677,0.17983
4.77763,0.17996
4.77849,0.18171
4.77935,0.1798
4.7802,0.18196
4.78106,0.18307
4.78192,0.18116
4.78278,0.18266
4.78364,0.18091
4.7845,0.18222
4.78536,0.18157
4.78621,0.18181
4.78707,0.18272
4.78793,0.18083
4.78879,0.18087
4.78965,0.17986
4.79051,0.18209
4.79137,0.18167
4.79222,0.1801
4.79308,0.17744
4.79394,0.17883
4.7948,0.17905
4.79566,0.18145
4.79652,0.18145
4.79738,0.18047
4.79823,0.18049
4.79909,0.18173
4.79995,0.18141
4.80081,0.18044
4.80167,0.18112
4.80253,0.17965
4.80339,0.17805
4.80424,0.18049
4.8051,0.1777
4.80596,0.18141
4.80682,0.17963
4.80768,0.18059
4.80854,0.17855
4.8094,0.18146
4.81025,0.1796
4.81111,0.18054
4.81197,0.18125
4.81283,0.17985
4.81369,0.18097
4.81455,0.17823
4.81541,0.18103
4.81626,0.17999
4.81712,0.18103
4.81798,0.18032
4.81884,0.1796
4.8197,0.18124
4.82056,0.18144
4.82142,0.17917
4.82227,0.17661
4.82313,0.18009
4.82399,0.18036
4.82485,0.18002
4.82571,0.17992
4.82657,0.17938
4.82743,0.17868
4.82828,0.17862
4.82914,0.1812
4.83,0.18082
4.83086,0.17939
4.83172,0.17866
4.83258,0.17903
4.83344,0.17859
4.83429,0.18005
4.83515,0.17816
4.83601,0.17959
4.83687,0.17737
4.83773,0.17949
4.83859,0.18029
4.83945,0.17917
4.8403,0.17889
4.84116,0.17785
4.84202,0.18009
4.84288,0.18082
4.84374,0.17874
4.8446,0.17992
4.84546,0.17876
4.84631,0.18093
4.84717,0.17919
4.84803,0.17911
4.84889,0.17754
4.84975,0.1799
4.85061,0.17768
4.85147,0.17852
4.85232,0.17962
4.85318,0.17852
4.85404,0.17866
4.8549,0.17836
4.85576,0.17746
4.85662,0.17612
4.85748,0.17717
4.85833,0.17793
4.85919,0.17869
4.86005,0.1794
4.86091,0.17768
4.86177,0.1805
4.86263,0.17734
4.86349,0.17844
4.86434,0.17894
4.8652,0.1785
4.86606,0.17772
4.86692,0.17711
4.86778,0.17759
4.86864,0.17651
4.8695,0.17904
4.87035,0.1783
4.87121,0.17973
4.87207,0.17915
4.87293,0.17687
4.87379,0.17651
4.87465,0.17499
4.87551,0.17903
4.87636,0.17984
4.87722,0.17857
4.87808,0.17831
4.87894,0.17782
4.8798,0.17578
4.88066,0.17783
4.88152,0.1777
4.88237,0.17809
4.88323,0.1774
4.88409,0.17902
4.88495,0.17768
4.88581,0.17805
4.88667,0.17768
4.88753,0.1764
4.88838,0.17794
4.88924,0.176
4.8901,0.17754
4.89096,0.179
4.89182,0.17633
4.89268,0.17988
4.89354,0.17819
4.89439,0.17711
4.89525,0.17758
4.89611,0.1793
4.89697,0.17525
4.89783,0.17561
4.89869,0.17816
4.89955,0.17849
4.9004,0.17819
4.90126,0.17571
4.90212,0.17703
4.90298,0.17907
4.90384,0.17737
4.9047,0.17849
4.90556,0.17754
4.90641,0.17616
4.90727,0.176
4.90813,0.17473
4.90899,0.17696
4.90985,0.17462
4.91071,0.17482
4.91157,0.1781
4.91242,0.17594
4.91328,0.17738
4.91414,0.17782
4.915,0.17777
4.91586,0.17613
4.91672,0.17707
4.91758,0.17581
4.91844,0.17614
4.91929,0.17673
4.92015,0.17579
4.92101,0.17474
4.92187,0.17703
4.92273,0.1757
4.92359,0.17576
4.92445,0.17604
4.9253,0.17676
4.92616,0.17619
4.92702,0.17824
4.92788,0.17421
4.92874,0.1758
4.9296,0.17741
4.93046,0.17474
4.93131,0.17657
4.93217,0.17725
4.93303,0.17634
4.93389,0.17697
4.93475,0.17504
4.93561,0.17436
4.93647,0.1748
4.93732,0.17671
4.93818,0.17627
4.93904,0.17493
4.9399,0.17579
4.94076,0.17487
4.94162,0.17429
4.94248,0.17524
4.94333,0.17546
4.94419,0.17596
4.94505,0.17304
4.94591,0.17609
4.94677,0.17593
4.94763,0.17542
4.94849,0.17427
4.94934,0.17547
4.9502,0.1776
4.95106,0.17603
4.95192,0.17437
4.95278,0.17438
4.95364,0.17504
4.9545,0.17488
4.95535,0.17584
4.95621,0.1741
4.95707,0.17538
4.95793,0.17672
4.95879,0.17598
4.95965,0.17512
4.96051,0.17469
4.96136,0.17541
4.96222,0.17386
4.96308,0.17661
4.96394,0.17655
4.9648,0.1755
4.96566,0.17525
4.96652,0.17483
4.96737,0.17592
4.96823,0.17509
4.96909,0.1768
4.96995,0.17431
4.97081,0.17384
4.97167,0.1742
4.97253,0.17452
4.97338,0.17456
4.97424,0.17537
4.9751,0.17519
4.97596,0.17544
4.97682,0.1731
4.97768,0.17446
4.97854,0.17425
4.97939,0.17273
4.98025,0.17425
4.98111,0.17583
4.98197,0.17349
4.98283,0.17375
4.98369,0.17627
4.98455,0.17336
4.9854,0.17327
4.98626,0.17523
4.98712,0.17486
4.98798,0.17267
4.98884,0.17217
4.9897,0.17273
4.99056,0.17421
4.99141,0.17387
4.99227,0.1748
4.99313,0.17426
4.99399,0.17332
4.99485,0.1738
4.99571,0.17386
4.99657,0.17288
4.99742,0.17324
4.99828,0.1739
4.99914,0.17357
