3200,0.04375,0.00625,0.00875,0.01625,0.0125,0.03,0.00875,0.01625,0.0475,0.00625
3300,0.0230303,0.0436364,0.0278788,0.0109091,0.00969697,0.00363636,0.0533333,0.0145455,0.04,0.100606
3400,0.00823529,0.0411765,0.0105882,0.0282353,0.00352941,0.0105882,0.00235294,0.0152941,0.0164706,0.04
3500,0.024,0.0171429,0.0171429,0.0171429,0.04,0.0102857,0.024,0.016,0.016,0.00914286
3600,0.00444444,0.0333333,0.0188889,0.0311111,0.0155556,0.0255556,0.00777778,0.0544444,0.0422222,0.0244444
3700,0.00648649,0.00324324,0.0151351,0.0151351,0.0108108,0.0183784,0.0497297,0.00108108,0.0259459,0.0140541
3800,0.0147368,0.0147368,0.0221053,0.00842105,0.00526316,0.0189474,0.0284211,0.0115789,0.0326316,0.0410526
3900,0.0389744,0.00307692,0.014359,0.0328205,0.014359,0.0102564,0.0307692,0.00205128,0.00923077,0.00717949
4000,0.004,0.017,0.006,0.013,0.006,0.049,0.024,0.001,0.004,0.016
4100,0.0107317,0.00390244,0.0497561,0.0156098,0.0107317,0.0234146,0.0156098,0.044878,0.022439,0.0360976
4200,0.00380952,0.0219048,0.027619,0.02,0.0142857,0.0133333,0.0361905,0.0104762,0.012381,0.0352381
4300,0.0297674,0.0204651,0.0055814,0.0186047,0.0232558,0.00465116,0.027907,0.0325581,0.0102326,0.0446512
4400,0.0709091,0.01,0.0190909,0.0390909,0.0254545,0.0436364,0.00818182,0.0345455,0.0481818,0.00363636
4500,0.0142222,0.0177778,0.0382222,0.0133333,0.0462222,0.016,0.032,0.0231111,0.0115556,0.0213333
4600,0.0278261,0.0513043,0.0208696,0.026087,0.04,0.0791304,0.0452174,0.0173913,0.0130435,0.00347826
4700,0.00680851,0.026383,0.0187234,0.00510638,0.00765957,0.0110638,0.013617,0.0153191,0.00425532,0.0119149
4800,0.0216667,0.00333333,0.0175,0.00333333,0.000833333,0.00166667,0.0025,0.0125,0.0175,0.0291667
4900,0.00897959,0.0179592,0.0269388,0.0106122,0.00244898,0.0285714,0.0179592,0.00489796,0.0212245,0.00897959
5000,0.0248,0.0288,0.0464,0.0064,0.004,0.0352,0.0592,0.04,0.0192,0.0072
5100,0.00784314,0.0109804,0.00235294,0.0196078,0.0109804,0.0329412,0.0219608,0.0376471,0.00941176,0.014902
5200,0.00384615,0.00769231,0.0453846,0.0376923,0.000769231,0.0184615,0.00846154,0.000769231,0.0138462,0.0353846
5300,0.010566,0.0188679,0.0241509,0.0430189,0.0316981,0.0166038,0.0128302,0.00301887,0.00150943,0.0218868
5400,0.0340741,0.0037037,0,0.017037,0.0155556,0.0207407,0.0607407,0.0377778,0.0414815,0.0340741
5500,0.0290909,0.0123636,0.0283636,0.0138182,0.0167273,0.0138182,0.016,0.0101818,0.00218182,0.0530909
5600,0.0221429,0.03,0.0607143,0.0107143,0.0128571,0.0192857,0.0164286,0.000714286,0.0164286,0.0192857
5700,0.0105263,0.00140351,0.0435088,0.0217544,0.00491228,0.00561404,0.0126316,0,0.0245614,0.0245614
5800,0.0117241,0.0137931,0.0255172,0.0186207,0.00827586,0.0137931,0.0158621,0.0462069,0.000689655,0.00275862
5900,0.0277966,0.0244068,0.00813559,0.00474576,0.000677966,0.020339,0.00745763,0.00338983,0.0176271,0.0223729
