side,temp,obs,mean,var,var_ci80_low,var_ci80_high,var_ci95_low,var_ci95_high,tau
90,2.17919,energy,-1.54579689179375,0.000749729806664151,0.000745212488038934,0.00075456277038931,0.000742754833233571,0.00075704925490307,6.76104869625914
90,2.17919,magnet,0.80971281666443,0.000790721682086343,0.000777500442526584,0.000803542559192079,0.000770059195040732,0.000808626587769282,21.5764687204112
32,2.18419,energy,-1.59663598345588,0.00608409425393305,0.00604647539807778,0.00612185333355858,0.00602849798642272,0.00614190426097008,7.46301899148945
32,2.18419,magnet,0.803503035883551,0.00688177343038065,0.00667458599771724,0.00708706588785752,0.00656081155293233,0.00720835533364819,23.7848884533422
45,2.18419,energy,-1.52821052474323,0.00306435488667286,0.00304293298705763,0.00308602489902231,0.00303375587330136,0.00309752259976064,8.03283027492503
45,2.18419,magnet,0.804230038800706,0.00357098384383719,0.00342627138484238,0.00371875802033695,0.00333296720102669,0.00378469159004904,33.6949667595058
64,2.18419,energy,-1.54630009191176,0.00153415818664033,0.00152366620200878,0.00154448930695438,0.00151744140507449,0.00155092408951157,7.91518911128774
64,2.18419,magnet,0.803268880302428,0.00203442943979938,0.00190718757225692,0.00216071939902877,0.00181835280544062,0.00220776247576829,42.9337198015524
90,2.18419,energy,-1.57612435148874,0.000779457077530494,0.000774095665339725,0.000785046258179197,0.000771501568589609,0.000788024100701685,8.35002836324685
90,2.18419,magnet,0.8037926574945,0.000994627555153888,0.000943746485015302,0.00104186478052244,0.000914285953980267,0.00106105759213098,45.8870264548908
32,2.18919,energy,-1.53982629619056,0.00632395629081941,0.00627772226931828,0.0063713658819462,0.00625654486983481,0.00639277267081462,8.61153020989852
32,2.18919,magnet,0.797184797884945,0.0080351871107984,0.00774675188323957,0.00831952393819531,0.00759074076577688,0.00846555308570399,29.943446070956
45,2.18919,energy,-1.54570408382612,0.00317128724819849,0.00315028149769857,0.0031928499982481,0.00313835137755754,0.00320549204076209,8.18015155124416
45,2.18919,magnet,0.797906870007262,0.00427036388566343,0.00409480602499089,0.00444868482583772,0.00396888450465996,0.00453216896612024,34.715251455163
64,2.18919,energy,-1.5775973279937,0.00156924203133628,0.00155849331617685,0.00158086936010202,0.00155316205614145,0.00158696242947058,7.80280014581251
64,2.18919,magnet,0.798865037449519,0.00194948511694364,0.0019025690540086,0.00199354677333886,0.00187787167943399,0.00201698508342268,27.2204654429385
90,2.18919,energy,-1.56969105010893,0.000796508786804398,0.000791476807456412,0.000801943401862,0.000788557997480978,0.000805360947240358,8.24698542454448
