L,temp,energy,spheat
90,2.30918531421302,-1.35705184087791,54.4324291048346
90,2.31418531421302,-1.32826631051253,51.6500270232165
90,2.31918531421302,-1.31260842798354,49.5104822988347
90,2.32418531421302,-1.29860403192418,47.8379546773903
90,2.32918531421302,-1.33060056914827,46.6050002924053
90,2.33418531421302,-1.27768753909465,45.1217163012339
90,2.33918531421302,-1.25471298915077,43.7155270289537
90,2.34418531421302,-1.27241139792992,42.6309297251248
90,2.34918531421302,-1.25119641800723,41.8253893818743
90,2.35418531421302,-1.26680953884524,41.216169603026
90,2.35918531421302,-1.24982368774161,40.2411143364443
90,2.36418531421302,-1.24319639855344,40.3859289551687
90,2.36918531421302,-1.2440747654321,39.7230805001296
90,2.37418531421302,-1.21605254420751,39.3191666008295
90,2.37918531421302,-1.21404629903978,38.7118600873132
90,2.38418531421302,-1.20593888065844,38.141117793653
90,2.38918531421302,-1.2125942541464,37.9802329594181
90,2.39418531421302,-1.20047283252276,37.7226643503021
90,2.39918531421302,-1.18677698865195,37.3136826665149
90,2.40418531421302,-1.19656522509041,37.0208315986913
90,2.40918531421302,-1.19560399850355,36.8149411306185
90,2.41418531421302,-1.17677585584237,36.3383166986949
